model_name,set,accuracy_mean,precision_mean,recall_mean,f1_mean,auc_mean,accuracy_median,precision_median,recall_median,f1_median,auc_median
GradientBoost,TEST,0.8725806451612903,0.7444165442068169,0.8406072106261859,0.7890883807292476,0.9341158819116544,0.8666666666666667,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.9357045143638851
GradientBoost,TRAIN,0.8800107976784991,0.8462100802797378,0.7786851776235197,0.8106141535771554,0.9594860146998775,0.8786610878661087,0.8493150684931506,0.7721518987341772,0.8053691275167785,0.9609177215189874
